1.038258177931470766e-01,1.022781951199965705e-01,1.478898194235163110e-01,1.326532136810677776e-01,9.529789417354345149e-02,1.315572421054970464e-01,1.307214760972368051e-01,1.363912555304291618e-01,1.442906986638723965e-01,1.448281231339509090e-01,1.125478735290818821e-01,1.696006074988399559e-01,1.701925095633228524e-01,1.737330748868418928e-01,1.734950012981523459e-01,1.727393607399497211e-01,1.994791295837355094e-01,1.652362390928387159e-01,1.519027886492742563e-01,1.161140976013927822e-01,1.596313498560090471e-01,1.609231713369272954e-01,1.281715956875585649e-01,1.267747539681432500e-01,1.647142719121426346e-01,2.310832761313940942e-01
1.525391903196311738e-01,1.570413377511223063e-01,2.440243874953297865e-01,1.945743676006904122e-01,1.654462672394742817e-01,2.344726038279519587e-01,2.370253756665602340e-01,2.369506742738999860e-01,2.308570164319128093e-01,2.420704880516500179e-01,1.874944450789764738e-01,2.782618361241916971e-01,2.877323157562124423e-01,3.051839342130743815e-01,3.114304204843617030e-01,3.170950996811855993e-01,3.251062683873166548e-01,3.426252120339269291e-01,2.516943960216984078e-01,2.587455156326676220e-01,2.542427125889520356e-01,2.516021644675662250e-01,2.565271585350338279e-01,2.646160016127283576e-01,2.966631699899807129e-01,6.584950914194557248e-01
4.793571469929462370e-01,5.038159370126328307e-01,8.212878544546300397e-01,2.055529795661155401e-01,1.623149512544199147e-01,2.166688139840206861e-01,2.213010551410377336e-01,2.093018715524319617e-01,2.011811424314769448e-01,2.036096084541444973e-01,1.508971806551155093e-01,2.192955418184795169e-01,2.232601942504021109e-01,2.187010955680534219e-01,2.281030493461567998e-01,2.492217395154783244e-01,2.667258057799280491e-01,2.844232560999627180e-01,2.178435056881813936e-01,2.122009927111417338e-01,6.215145829485166917e-01,6.178375389998882472e-01,5.936886701188609505e-01,5.888049953705213335e-01,6.189350278401940519e-01,3.284793483872366915e-01
2.952857572323773841e-02,2.646308356176421683e-02,3.619490819632802114e-02,4.132425270157270153e-02,1.035853025477331997e-02,1.029221667596365644e-02,6.755601167115325018e-03,7.960764226955269196e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.458800016708034636e-02,1.793327167999217084e-02,1.384840556926114803e-02,2.462024367610330874e-02,3.917004169899054172e-02,3.013590771881914654e-02,3.366921545655522652e-02,2.911051384089854976e-02,2.906954138759071382e-02,6.256546363347725154e-03,2.861684767811440051e-03,2.579461930325579935e-03,3.530202739039039680e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.768487706085820177e-01,3.797787374935150395e-01,5.539682686420921431e-01,3.933628442061352093e-01,4.344305440949069452e-01,5.012916505247320131e-01,6.175019659509034531e-01,6.293979831446609996e-01,6.378480460860612711e-01,6.466047743450665797e-01,4.853105818502645996e-01,5.308430667980156281e-01,7.090963997613164427e-01,7.458626516962112429e-01,7.598738956084343243e-01,5.435541707439641712e-01,8.037694731384031899e-01,8.138513918160686922e-01,5.811622745394396938e-01,5.924744487590640762e-01,5.877811323202003502e-01,5.667093204315106769e-01,5.735299455218696441e-01,5.788688483410457941e-01,6.004480955691764432e-01,5.719222320928788461e-01
6.355836403177579363e-01,6.306102465228352605e-01,3.514175061872090167e-01,5.398252002769811098e-01,5.119504921205844106e-01,7.109849212480622294e-01,3.343715006733058437e-01,7.096145913407078121e-01,3.258146703346450068e-01,3.281769976295594304e-01,2.353601350627947397e-01,3.417982841945812478e-01,7.172282116626106374e-01,7.076463848318096383e-01,7.091159697298322628e-01,7.002908478973510764e-01,7.236375752378986226e-01,7.352362650662265242e-01,5.331864898863450941e-01,5.326083423179492904e-01,4.968911179662629518e-01,4.896792328781201520e-01,5.022284541382195933e-01,5.133029777959501327e-01,5.430812504558324427e-01,4.122520349988432753e-01
2.948263944556631655e-01,3.008920639295359911e-01,4.684431020696740444e-01,3.507324205818228569e-01,3.146479016809848317e-01,4.469235293662598973e-01,4.473370574378027764e-01,4.446699841132978337e-01,2.756043529117417346e-01,4.455089128693379141e-01,3.375133260666468571e-01,4.847093352484521667e-01,4.855899498277034820e-01,5.023820692725072812e-01,5.169034363865316895e-01,5.137976609141617912e-01,5.408411334457766673e-01,5.584806996685680591e-01,4.107222947184244743e-01,4.237736844283507276e-01,4.139741584194411295e-01,4.092187450262175230e-01,4.178133099775145909e-01,4.179440531171731976e-01,4.378441717848646220e-01,3.587092599914626367e-01
5.365513807636864696e-01,5.392752252273506075e-01,7.935846575804822445e-01,3.234694238648322395e-01,2.885828660445428628e-01,3.809254773368422331e-01,3.707333711140763377e-01,3.691607809143085395e-01,3.730676147769185214e-01,3.786673872301872801e-01,2.678341409367830939e-01,3.728241362470386400e-01,3.835550365057428523e-01,3.816525740335032779e-01,3.769846283363365025e-01,3.915651677084814875e-01,3.891984922138825853e-01,3.867096415378075136e-01,5.229706593474220400e-01,5.440876030968627708e-01,5.218645442131378820e-01,5.174136492383436536e-01,5.288836506129260817e-01,5.346261267120556715e-01,5.580408615397054461e-01,4.406583009939243345e-01
3.986889523034424232e-01,4.100718638780598835e-01,6.456898884131713201e-01,4.676667382120744398e-01,4.500105195213550680e-01,6.456416525847508137e-01,6.507855897988988891e-01,6.631544788059479112e-01,6.736929214992321002e-01,6.835753085163521758e-01,4.953262467362732346e-01,6.927542798386044920e-01,6.961019753365614848e-01,7.005843410320983233e-01,7.241044152735907069e-01,7.392138791935342068e-01,7.540857796296099869e-01,7.665930232600791649e-01,5.473207528924487475e-01,5.575906350318667881e-01,5.125362830908682943e-01,5.032440057604794514e-01,5.238254222650303715e-01,5.409681602867305594e-01,5.576035584528920008e-01,3.522630725213787284e-01
6.145114764183858824e-01,6.424024607300177214e-01,1.000000000000000000e+00,7.192939327653565806e-01,7.108519803384345526e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.252010612512994614e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.013227208227064136e-01,6.976495205947609302e-01,6.595401654826538174e-01,6.422134165164230524e-01,6.580923901907662632e-01,6.743395679133739051e-01,6.940189330300984283e-01,5.413069552103728643e-01
