Country Name,Country Code,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
爱沙尼亚,EST,,,,,,,,,,,,,,,,,,,,5755.894502,5617.063576,4933.823237,4049.853828,4354.830108,4244.644078,4556.391169,4811.598138,4733.954908,4460.368108,4540.492561,4680.447946,4767.462935,5158.602778,5429.525522,5531.545829,5869.424789,6277.411463,6364.56783,5975.953811,6506.318181,6314.414448,6689.367776,6664.658569,6732.367473,,,,,,
埃塞俄比亚,ETH,18.87266592,18.71217813,17.75319324,17.01120477,16.48915746,16.02866396,15.03994968,15.73839504,17.28147044,18.06969913,18.95258827,19.67820406,20.44953371,21.38448217,19.90054842,19.89720366,20.33269083,19.30415449,18.71529728,22.59445107,21.9310729,21.721548,23.36029668,23.66756974,24.08502075,24.50600322,23.93840544,23.80505808,23.00172227,22.75582252,26.570061,26.23246613,28.62662281,30.77876001,33.53141756,37.4828615,39.56648274,40.99317774,42.15457735,48.29988402,52.5516284,57.21096369,64.05566078,69.1987454,,,,,,
欧洲联盟,EUU,2763.649791,2967.140067,3185.020915,3298.251167,3308.574105,3581.826042,3683.42068,3873.348704,4038.282511,4132.708522,4163.957691,4187.173599,4313.492957,4516.971492,4698.912875,4808.566121,4966.740879,5088.165895,5191.760501,5133.809629,5150.269893,5110.251847,5065.952552,5133.287462,5256.127078,5388.292138,5448.752482,5541.759681,5624.428405,5780.19697,5916.933866,5996.401144,6127.244174,6242.218406,6295.437647,6380.760811,6405.551732,6409.244151,6082.503346,6350.408044,6247.777225,6248.063856,6160.732414,6021.86082,,,,,,
脆弱和受衝突影響的情況下,FCS,139.4461775,150.3728709,160.8187277,169.123341,179.149428,189.880513,200.9565348,216.6807648,244.5617914,266.1566199,273.7959924,286.3244492,303.9477153,314.6488824,327.8474493,333.4608725,343.9871384,352.8039892,348.7816362,406.9645244,403.8721309,403.2783598,394.6858159,390.7747187,394.8282095,397.8301352,402.7032703,404.2409195,404.9711644,405.1643706,416.081377,431.5689008,427.2754189,455.3318433,452.0935979,471.5733702,462.5982697,454.7831395,448.2124625,493.8352826,494.9325798,468.4064842,477.2186209,441.2406673,,,,,,
芬兰,FIN,4889.504272,5516.140525,6046.830306,6140.186681,5946.377328,6545.746799,6726.663687,7330.414466,7930.631374,8295.786096,8493.605369,8533.161741,9124.164631,9808.466257,10482.83161,10622.88818,11358.39475,11778.27227,12034.75727,12485.68365,12470.73043,12514.10157,13012.66943,13603.27636,13591.39667,13721.92376,14454.93873,14846.42082,15075.86719,15305.40981,15709.88325,16140.06697,16445.57256,16777.56585,16117.89033,17215.03729,17160.86312,16349.23333,15243.11039,16484.09428,15710.97376,15689.22331,15510.8355,15249.98938,,,,,,
法国,FRA,2751.887865,2929.641385,3162.772697,3265.249154,3254.579569,3594.612346,3690.700485,3932.760312,4204.00855,4421.978296,4580.565156,4618.465463,4710.625087,4944.666247,5259.457454,5510.044681,5651.90345,5738.063612,5860.438967,5969.017364,6359.774498,6475.788028,6453.001533,6530.411009,6621.941415,6905.165331,6833.137438,7015.50207,7149.298107,7224.526985,7342.256436,7299.248579,7529.551025,7661.490447,7652.863698,7540.29589,7513.57933,7643.451037,7338.042919,7734.727021,7232.978684,7363.423235,7367.843768,6939.943525,,,,,,
加蓬,GAB,186.4777026,214.1555161,260.068003,299.3356324,384.5334173,489.8714541,649.154768,624.207098,728.0032958,724.1837444,792.2706611,863.9512417,922.1280113,977.4976805,1030.096469,1032.877989,1010.446622,998.3616629,834.6739359,919.438058,906.9620869,885.7210398,867.1847764,766.1371177,771.4634117,849.0993258,856.8935244,918.7555179,903.2090191,880.0358853,899.8352952,926.0193587,936.4019437,915.9484351,916.1842436,945.3593484,969.7364802,981.8654522,942.6836847,957.4262412,966.9784861,988.7539243,1079.760273,1167.851594,,,,,,
英国,GBR,4254.652412,4372.636946,4671.718297,4534.254275,4492.421629,4587.688515,4668.423169,4729.849387,4922.915733,4683.932739,4572.953846,4480.335413,4549.175288,4597.739693,4826.714526,4953.653576,5082.439806,5232.737649,5295.224527,5356.57521,5451.677171,5452.393333,5491.989118,5380.264265,5575.808489,5815.828404,5831.957547,5908.87149,6007.484416,6114.529259,6141.982551,6142.749834,6174.550896,6138.754137,6270.984059,6200.554113,6102.396768,6015.726861,5643.128595,5700.855864,5471.933475,5449.259473,5409.626422,5130.390253,,,,,,
格鲁吉亚,GEO,,,,,,,,,,,,,,,,,,,,3039.150354,2696.705887,2125.166718,1936.836961,1988.595713,1492.360429,1150.78949,1331.520883,1517.812559,1563.795947,1574.391404,1583.559873,1653.380721,1749.863857,1814.45966,1916.479029,1769.171675,1829.976908,1881.537211,1833.044561,2049.544524,2289.134849,2329.92587,2498.340357,2693.97276,,,,,,
加纳,GHA,308.0267377,341.4000979,386.367505,393.5748723,371.5221372,384.051085,393.5374437,323.7879317,390.2707907,416.1499088,409.9297101,370.5629645,163.7088412,92.78023844,162.9429292,258.1117779,287.1158479,303.0032092,306.2687059,323.5572562,336.0215054,350.9154114,336.0701559,336.1374576,349.534485,361.8037826,386.7892622,270.3577389,354.6071205,326.1605334,332.0354089,305.9806851,217.9244761,216.901507,242.7726544,293.2205767,241.2912833,261.2902689,260.105698,277.4861626,315.1524519,342.200517,375.9446394,351.3014757,,,,,,
直布罗陀,GIB,1551.349674,1533.06306,1584.786054,1539.182226,1629.96474,1656.781205,1621.01363,1621.228163,1723.452207,1729.41333,1805.899271,1919.321166,2001.288966,2014.752083,2092.552571,2165.246082,2129.559662,2263.064052,2638.160825,2538.680572,2997.829158,3328.248509,3486.750349,3600.769096,3660.066927,3693.47601,3672.969664,3740.190349,3800.039311,3893.053634,3860.270852,3894.444964,3993.119548,4008.502885,4244.175546,4368.641532,4474.406395,4795.948764,5035.456767,5121.333929,4939.300167,5081.270615,5431.234048,5692.9372,,,,,,
希腊,GRC,1198.273906,1360.952444,1547.974787,1562.259053,1655.770974,1802.865648,1895.046441,2100.963535,2180.607185,2247.445036,2263.768905,2270.490881,2424.586612,2561.692581,2666.317707,2724.231939,2859.129882,3097.544352,3205.114863,3221.40532,3253.220687,3398.383758,3459.422977,3598.523798,3708.997588,3832.66722,3989.116107,4175.734566,4316.32629,4586.32987,4719.147217,4909.639698,5091.292424,5200.024354,5297.200025,5434.576469,5701.330854,5805.192546,5627.883706,5333.439556,5389.333122,5534.897159,5028.995794,5062.606422,,,,,,
危地马拉,GTM,123.4443551,142.7383648,151.0634354,127.9548905,169.7886743,203.0308535,214.8871912,220.0575777,226.9148714,266.1695073,223.7248462,194.9699408,167.7702834,172.2325418,180.7450348,150.1556894,171.1382228,168.0999719,191.6875946,205.1907628,210.6097852,260.8953951,246.7668285,269.9869549,299.121611,261.9355787,242.7615981,317.1221998,365.5708147,332.1897665,359.5987555,364.8481937,453.8742172,486.9064354,486.1645073,540.4390869,552.4961496,540.8572883,549.9211082,556.0430604,550.2869363,550.2659935,578.9026189,601.1897311,,,,,,
高收入国家,HIC,4209.369509,4509.448168,4812.594263,4831.968282,4853.493071,5150.774672,5339.441138,5541.924613,5716.886009,5783.856129,5847.21684,5744.414367,5918.38744,6227.521883,6405.994204,6502.397169,6780.065703,7025.052431,7204.860732,7312.780701,7489.401386,7495.877548,7598.577286,7768.238762,7957.396712,8132.990539,8244.166518,8399.518289,8551.983048,8832.538043,8747.589973,8898.683754,8978.299991,9109.554197,9274.305337,9287.832262,9380.785535,9337.879082,8933.637188,9310.123949,9193.713543,9130.218512,9130.010652,9065.866211,,,,,,
中国香港特别行政区,HKG,1297.802388,1311.960423,1416.446624,1351.363699,1439.393939,1610.004427,1804.873792,1950.723085,2003.164493,2156.583911,2229.617625,2361.477823,2624.83396,2786.453991,2918.331439,3196.792528,3845.354359,4072.073353,3936.723998,4177.929705,4401.251739,4507.887251,4698.695136,4835.470723,4849.823752,4915.701966,4968.486586,5325.733148,5268.145009,5446.661665,5549.945638,5647.899646,5713.882451,5782.560625,5878.441848,5882.807601,5907.349305,5883.037742,5950.83754,5973.349278,5959.895922,6031.244318,5941.160902,6083.269936,,,,,,
洪都拉斯,HND,126.5132901,126.9906478,143.4837173,148.4026288,155.7122615,162.4043222,181.3396166,181.6025091,205.7947195,210.6966474,224.3652783,221.1913031,231.4370954,238.2749471,282.6332166,279.3479764,326.2723189,337.8217298,331.4851031,367.8887785,351.6655768,328.5235678,341.8349642,304.5610815,353.8266705,401.3744095,414.0129917,443.2187293,444.7299887,488.401417,495.4152246,516.6491636,540.2231224,538.9297446,573.402644,583.9439005,634.9474676,656.0618372,624.3574235,617.8563738,663.9805581,636.6388248,643.17606,619.837087,,,,,,
克罗地亚,HRV,,,,,,,,,,,,,,,,,,,,2966.277666,2608.859587,2227.798396,2218.254989,2203.127069,2314.703584,2405.039875,2609.968864,2631.430882,2778.887634,2828.815062,2993.272463,3191.409738,3257.889868,3429.354644,3582.246073,3744.468715,3846.674077,3990.29632,3818.422501,3922.310867,3900.601361,3819.280253,3754.268698,3714.382988,,,,,,
海地,HTI,12.4023186,17.15821153,20.1275763,22.98295584,29.63940038,26.96644623,30.59706778,34.60386897,36.0495034,41.28881348,48.15214415,48.55992743,49.57352721,49.88146292,50.96827895,54.17889872,52.88013946,54.3042238,56.68510987,58.82423985,44.99477684,40.30334896,28.54966113,18.67851358,30.21495617,33.85183698,42.08837538,36.94334212,39.18707259,35.79951421,35.19650219,30.61405862,28.7636959,28.29641646,37.3017096,37.66807237,25.48619659,23.73900775,35.92553046,24.52429403,31.28613747,46.14219092,43.84332089,39.05580876,,,,,,
匈牙利,HUN,1711.303273,1827.765553,1955.511162,2070.195596,2148.374962,2284.247364,2418.569217,2611.180607,2638.695714,2697.756594,2738.55641,2833.487537,2950.662723,3103.834377,3194.094911,3268.312011,3424.657212,3426.229844,3484.352137,3426.551101,3223.918869,3116.012869,2995.986589,3025.71071,3066.522154,3162.374877,3188.381968,3215.679628,3321.406628,3309.283711,3426.722902,3545.170756,3637.278332,3680.168467,3771.364614,3882.490664,3976.518977,3988.767694,3773.153807,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233,,,,,,
只有IBRD,IBD,249.8492798,266.8080596,284.2659151,295.2477849,319.1221913,338.2932159,359.4047883,385.6998416,409.3693061,430.6380677,438.8182066,453.4405795,474.0628321,503.0088291,525.3519007,552.7971476,578.2720343,606.774169,626.502089,1022.425167,1024.764005,1014.598647,1012.797833,1015.550386,1038.732636,1065.906319,1086.983695,1095.827535,1116.873064,1166.548371,1192.971842,1246.129502,1335.913754,1428.468991,1512.498983,1634.502933,1756.690118,1812.947648,1853.90228,2014.251816,2160.293327,2235.934158,2339.71743,2402.897158,,,,,,
IBRD与IDA,IBT,224.2287866,239.4291075,255.109292,265.0484317,285.7915255,302.2727078,320.0085587,342.1961401,362.6235234,380.681843,387.4882024,400.8072562,417.5406817,440.9093557,460.9566871,484.4860147,505.9752678,530.2208139,546.9901892,897.3935728,898.0532229,887.4653287,883.0422269,883.637544,900.0673114,921.0858907,936.6937084,941.249463,958.289794,996.2287116,1017.114184,1059.876495,1132.194618,1207.791508,1275.312625,1373.076577,1468.902795,1509.264971,1539.543922,1667.760687,1781.13716,1834.724966,1914.248553,1960.437215,,,,,,
IDA總,IDA,77.88557594,83.26318212,89.146897,93.71465557,97.65082787,100.2929018,100.8467354,102.2417017,107.0634011,110.1045744,111.9718667,120.7869028,119.5484938,116.6362766,127.61994,133.9947214,138.1291301,144.0115989,149.5066285,256.7040636,255.982621,253.2426799,243.8116762,241.7445066,242.4490053,242.3200858,240.237806,232.8203407,239.5111582,243.9922839,249.4777266,256.4121204,263.717481,278.1643766,287.8998658,297.9408674,299.9658717,290.9321587,293.6501952,311.3017537,314.0454865,311.9850795,316.7300607,317.3708334,,,,,,
IDA混合,IDB,89.86692379,98.02146563,104.5980379,108.6708003,118.9761734,122.4517543,122.6765909,125.978612,135.0706463,138.9960147,139.6338788,157.8651295,160.4147657,156.5441911,175.7849953,184.1322495,190.9792007,200.5149169,209.6523992,374.5396232,377.4628693,373.8327287,367.2536205,361.4456459,359.1263943,357.2026092,355.9855012,341.1986872,341.3767422,345.7049945,345.0516423,355.8486265,362.8324212,376.8175847,387.8614201,394.1727197,391.0157368,366.5898875,367.3416093,376.8760092,377.062065,374.6738208,383.9861086,380.8000663,,,,,,
印度尼西亚,IDN,14.35356213,15.89855125,15.82129515,19.18817944,21.44922209,18.33288123,21.72961991,31.7589605,38.68485546,46.17226185,52.27966711,61.43010568,66.09739703,71.4447774,79.75999775,92.0568115,104.3547606,119.5364257,137.5125823,162.5238286,177.9547235,194.3328091,212.8517054,240.0454321,263.6209707,297.2017716,331.2980234,331.1125699,357.0210145,390.4236575,411.4679009,417.4959637,428.8558214,474.3743828,500.6507859,516.0339127,546.153483,570.0604734,593.9429677,635.9852472,680.2820222,733.3738901,773.9908142,811.9098582,910,956,1021,1064,1084,
只有IDA,IDX,70.79686292,74.51154644,79.9549353,84.78181401,84.85580833,86.92977786,87.60890689,87.76628176,89.89303291,92.308212,94.86455706,97.77918961,94.11443949,91.72457285,97.45833603,102.4870349,104.7940888,108.2536684,111.3560659,177.7141536,174.6184902,173.0299848,161.8386152,162.3546424,166.8090788,167.7681275,164.9673593,162.1652839,172.9602274,178.9861837,188.3204369,192.7254362,200.1873315,214.8687487,223.6756241,236.0020414,241.2316597,241.9964398,245.8400193,268.5814493,272.8106396,271.3839949,273.0035208,275.977865,,,,,,
印度,IND,97.77271821,100.3050738,100.6321541,103.9926579,114.5589276,124.1236916,126.256734,135.9176407,135.7417737,141.7077015,151.8790588,158.0999117,165.687486,183.3018723,193.5348535,207.976493,220.220743,240.0256187,257.0397371,272.0634834,290.8995799,304.4318305,320.5507448,341.2313623,358.7622129,359.8162707,375.4850529,385.8639858,392.039693,393.6462478,393.8101981,410.6447839,430.4831633,451.6115461,468.025754,509.2140548,541.7383952,561.2475814,598.4982419,640.3946068,696.8426815,723.2369166,764.2011341,804.5163493,,,,,,
爱尔兰,IRL,1884.661018,2021.173255,2143.262205,2246.055777,2175.228481,2377.66557,2535.799159,2693.520771,2935.012968,2868.319269,2827.396467,2794.193585,2852.788697,2962.272638,3114.964549,3271.472926,3414.634284,3427.283629,3598.11097,3767.529299,3897.873231,4104.900195,4185.097229,4351.064203,4525.275566,4787.890617,4976.632824,5201.610905,5433.864939,5796.055581,5896.939225,6035.686646,6092.548994,6168.398988,6241.715574,6351.099111,6218.313404,6340.733045,5947.909489,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134,,,,,,
伊朗伊斯兰共和国,IRN,274.1313542,315.5081272,383.5859387,421.2797258,458.481654,490.6329598,514.4090713,511.9183769,555.681699,538.1596039,557.4390451,612.9083192,681.9696698,716.9781877,749.4847055,758.6845405,807.6566799,802.150644,860.3114753,940.8828111,994.5729839,1065.168416,1113.476427,1157.55564,1184.079634,1278.579397,1328.965873,1380.216757,1466.847477,1546.506347,1643.979857,1745.26785,1888.68811,2009.520375,2079.560256,2221.196825,2307.290873,2422.580797,2505.854213,2659.955255,2681.504789,2784.621808,2830.811233,3022.121939,,,,,,
伊拉克,IRQ,259.3640919,259.9139727,305.2720473,323.7252413,365.2677602,412.3899268,485.1525739,578.740872,726.519516,792.0401648,734.4001384,899.4304923,1037.821283,1216.953133,1280.807868,1330.817981,1312.167406,1339.36749,1333.337884,1308.907061,1096.176368,1310.45703,1325.870992,1374.047896,1419.748595,1376.456696,1360.101334,1318.602011,1278.831769,1240.978383,1240.696429,1264.924541,1040.105944,1202.257155,836.5190777,981.8521659,782.0504727,769.3652084,863.1092566,1237.039488,1314.226173,1141.140994,1427.720026,1328.230493,,,,,,
冰岛,ISL,7001.523547,7650.487479,9895.580665,9962.408635,9588.079586,10002.08945,10631.24721,10986.99544,11841.31836,12680.9212,12918.46331,14038.31352,14642.77124,15239.38358,14771.85642,15350.76898,15268.9143,16353.00713,16424.62785,16148.27372,15931.13962,16099.9322,16737.13148,17066.32183,17396.4736,17358.58037,18957.83541,21321.16024,24522.22755,26201.52558,26950.39443,27896.89868,27666.38689,28215.45225,27988.02968,31328.3868,36852.54489,50063.95433,51259.18763,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909,,,,,,
以色列,ISR,2288.693385,2497.141042,2497.559487,2518.21143,2624.891462,2718.086612,2831.995572,3011.924119,3049.392499,3022.17638,3067.492417,3173.902258,3313.276492,3359.461409,3485.235058,3407.071412,3756.466011,4026.114363,4228.419655,4176.180258,3981.208325,4568.416943,4618.893746,4934.247083,5127.86294,5340.302178,5488.519534,5819.460727,5974.367347,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7134.002846,6607.887143,6953.276667,6930.000773,7184.501612,6710.093678,6600.89828,,,,,,
意大利,ITA,2152.773938,2295.493059,2457.726839,2537.285386,2476.362214,2710.457936,2776.818135,2891.044192,3040.959609,3104.854578,3096.934737,3132.771223,3134.392335,3304.327409,3391.669627,3490.343116,3662.666562,3825.917783,4007.179517,4144.907442,4224.740106,4310.537968,4303.645312,4439.319253,4597.892598,4658.700157,4791.285246,4955.721944,5079.492406,5299.856479,5406.491722,5539.703837,5652.519542,5687.997573,5731.101557,5833.467297,5804.325964,5757.960611,5368.390567,5493.711037,5514.803615,5397.741477,5159.183655,5002.40668,,,,,,
牙买加,JAM,815.0057686,966.8805931,1001.027973,1045.882202,695.7528504,736.1201457,756.4311061,756.4450974,685.0201427,661.1680296,645.903972,769.0028298,741.2836444,593.574223,580.6012391,607.251825,642.8391008,613.9578098,579.5801393,867.8040961,713.3109146,1446.538811,1525.809361,1696.663507,2051.146444,2104.641115,2159.127587,2237.747013,2263.855384,2276.341791,2277.633504,2345.476509,2408.61758,2380.168637,2397.080292,2371.829362,1926.86371,1160.370959,1222.17338,1216.169287,1204.91222,1037.60281,1013.044345,1050.732539,,,,,,
约旦,JOR,130.9976326,153.4032973,173.4718439,188.7699323,213.9486794,254.8064695,222.5422957,256.4863338,325.6457773,365.8541201,420.7118428,496.9719429,622.8913313,704.2665769,744.8134604,777.0386569,853.502778,853.6636295,861.933797,933.8487356,900.6797779,997.8210846,1021.287574,1052.069028,1108.776463,1154.061994,1159.937763,1222.902624,1250.25985,1289.605944,1324.049398,1401.594805,1442.206125,1551.904299,1578.315951,1678.865241,1784.729405,1847.639729,1812.205491,1845.338338,1846.700017,1917.808524,1854.327366,1864.932387,,,,,,
日本,JPN,3415.688241,3737.265366,4067.364567,3967.084839,4041.918744,4310.467746,4444.420051,4669.497794,4861.920787,4716.677939,4753.852169,4695.391627,4958.937866,5182.082393,5324.13913,5328.229697,5640.965356,5906.475877,6239.30478,6808.79185,7006.59869,7023.532248,7077.361831,7509.530429,7693.692617,7835.41274,7991.00407,8003.955696,8147.38887,8299.409506,8162.014644,8266.099102,8164.933682,8393.257723,8539.010589,8542.478139,8710.025703,8270.007731,8020.273806,8594.909034,8099.598695,7998.346771,7988.58331,7819.714636,,,,,,
哈萨克斯坦,KAZ,,,,,,,,,,,,,,,,,,,,5905.00367,5641.419303,5354.491838,4527.897268,4327.140626,4040.972309,3636.54991,3173.647755,2948.716928,2838.353326,3169.523341,3512.035501,3558.327279,3768.792568,3859.192816,4012.073919,4261.212294,4487.28613,4658.571898,4447.324403,4728.011591,4892.734896,5180.65351,5345.468427,5600.208465,,,,,,
肯尼亚,KEN,77.60577394,82.00183269,84.67717007,86.94428019,89.86514189,95.8410381,97.41177728,100.3592084,103.8121137,103.9762985,107.7129631,106.2226754,105.5786317,107.1219487,112.1392189,114.8257054,123.7015372,117.1362688,120.0344206,123.5006369,124.8281421,124.7330815,127.1415829,124.5245544,125.6828966,127.8443353,125.4093908,126.0475533,116.5641219,104.3968793,113.8862396,113.1200738,118.689293,125.8584649,128.164183,135.8600415,139.4359842,138.8721909,139.7982553,147.8443701,148.7090613,150.4392902,160.9842323,164.3252601,,,,,,
吉尔吉斯斯坦,KGZ,,,,,,,,,,,,,,,,,,,,2330.570231,2322.340712,2328.254418,1914.229415,1896.303515,2074.37944,1965.690087,1802.870284,1684.000839,1795.306173,1696.064021,1445.875715,1365.94065,1644.359844,1417.908986,1374.307519,1377.433696,1456.229595,1378.720364,1323.723367,1371.721214,1649.258332,1809.102582,1887.020071,1941.221832,,,,,,
柬埔寨,KHM,,,,,,,,,,,,,,,,,,,,,,,,,13.51332963,20.03110466,24.25080501,26.63675994,30.20242185,32.74307766,36.5163234,50.32553739,51.49278117,55.71510296,66.75026774,80.72590994,100.5851409,114.5936984,127.9303627,144.2824498,165.1145373,207.2331472,221.544449,271.3672049,,,,,,
大韩民国,KOR,295.5961286,343.5863454,397.0894301,458.9495538,501.7187147,577.9317603,659.2369313,779.5140737,880.5560875,913.629356,971.7934818,1027.860403,1140.705094,1250.236475,1340.129958,1480.018501,1674.247249,1920.523557,2095.194713,2373.214406,2588.848076,2826.188795,3091.371196,3495.488731,3881.024437,4280.71094,4651.628883,4436.174407,4878.833384,5906.959333,6309.203405,6673.937704,6977.317662,7390.794147,7796.314674,8039.796283,8462.206543,8772.287463,8877.574933,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,,,,,,
科威特,KWT,3021.39014,3543.768297,3708.983381,3898.009198,4173.334312,4390.044444,4779.064697,5248.09589,6116.148963,6064.967706,6401.571838,7138.991109,7291.808684,7736.585661,8173.906429,8549.354855,8635.753173,8928.422242,9365.028245,8222.96991,4967.26968,,,,13147.7103,13936.6804,13906.68186,14573.58634,14399.66961,14066.14663,14513.57004,15143.72311,16387.66373,16686.22285,17076.49912,17765.80565,17093.27299,17031.18588,16519.0793,16757.33417,15900.92846,16053.85965,15195.17738,15590.61258,,,,,,
拉丁美洲与加勒比海地区（不包括高收入）,LAC,462.1333747,492.5463587,529.9894995,565.9628586,591.2986344,633.1882551,681.7797762,728.691183,787.502104,831.9726719,843.2661379,871.4470048,900.7595182,958.0441157,993.1665641,1035.600585,1060.237886,1088.884576,1104.604599,1103.95602,1137.997696,1144.155231,1175.202527,1219.041075,1260.61755,1298.631116,1360.615398,1422.256548,1446.180893,1504.497856,1461.745179,1485.474871,1564.817375,1590.040221,1640.884868,1680.795531,1740.982744,1792.644654,1773.631203,1864.518667,1950.48911,1997.168956,2017.968571,2054.249728,,,,,,
黎巴嫩,LBN,525.4782617,574.8940065,649.4911446,700.4965365,646.4146698,693.2651982,743.7347554,814.3378913,919.7537083,979.9422773,1056.547453,1149.973064,1249.393609,1306.643983,1323.910479,1420.586402,1565.242618,1340.940938,825.2525823,499.4591571,958.3461683,1095.856389,1221.146787,1294.603361,1342.54285,1800.500351,2119.764653,2555.56091,2524.173093,2513.548806,2480.581929,2535.743705,2499.784658,2407.768061,2384.884015,2296.964553,2396.72086,2559.423432,2729.467906,3046.195244,2948.276651,2487.89191,2766.439326,2588.864544,,,,,,
利比亚,LBY,178.6241631,191.1933343,370.2554845,426.8998126,539.8588201,647.9839169,775.7432112,885.8374101,1051.110787,1120.062917,1085.197081,1055.038109,1030.242771,1011.286696,998.5076596,1048.915774,1429.295497,1534.433168,1497.134977,1576.860807,1657.701114,1752.995552,1808.571536,1820.439719,1770.531661,1787.666945,1802.849859,2097.070221,2176.681569,2221.768893,2255.638131,2772.144477,2947.756846,3106.216057,3427.887521,3792.335287,3792.771825,3156.431865,3142.328146,3361.748865,2839.083797,2241.259636,2320.599334,1811.054601,,,,,,
拉丁美洲与加勒比海地区,LCN,502.8911211,533.9720355,569.2790689,605.9627332,627.7600247,670.6876665,721.2014709,772.3137299,840.9107682,891.3930199,913.3357874,931.6440019,966.3375265,1026.255838,1058.474554,1099.229609,1128.796687,1164.469674,1176.025172,1176.553233,1214.107454,1231.468609,1262.845038,1304.408959,1347.908514,1390.080347,1454.015628,1513.158055,1539.178996,1599.862634,1567.722628,1593.597679,1667.755614,1702.200139,1755.46308,1802.779197,1864.206588,1917.587563,1897.86533,1988.326579,2078.518031,2130.839991,2152.557242,2157.896898,,,,,,
最不发达国家：联合国分类,LDC,55.49865897,57.15998374,61.87877217,65.95496173,65.7474302,64.50226581,64.1064717,64.72140264,62.98104015,63.53142793,64.04481774,65.18454919,66.67542071,68.06234524,69.54310523,71.46028718,71.7397614,73.16568712,74.79381503,73.23684366,72.55976059,74.62889265,75.25342429,75.96988519,78.33410647,79.16354815,79.68799803,79.90440285,84.90196049,89.29041202,98.57489799,102.915848,110.6890755,124.8076822,130.8159958,141.4065855,146.4646327,147.509402,155.4000252,169.6653457,177.4754181,187.2137436,200.8524757,211.9884884,,,,,,
斯里兰卡,LKA,57.65686727,64.21973332,66.48036569,67.02744963,70.95528864,72.57601463,74.54376101,81.05305115,89.12109962,94.77355439,100.505329,109.8623914,115.1695609,118.2556279,128.1505849,136.694436,137.2870729,141.1881585,138.3664181,151.4507091,157.6780485,166.0950969,182.540116,199.674221,215.7549694,204.4939673,229.8209989,249.1839978,263.0296808,294.819265,290.8248411,303.1085783,326.2582321,354.3583733,400.1025736,403.0772375,420.3196001,426.3914543,425.124685,459.6841594,502.144864,524.3084455,525.7226136,531.0905766,,,,,,
中低等收入国家,LMC,95.56710785,100.7163006,106.840652,111.326995,120.2690709,128.3284803,132.4236759,139.6081197,145.4021068,151.8517442,159.0431318,168.7080251,176.5891909,185.9815903,197.9815519,210.6116266,221.7973192,236.7852044,251.3902798,417.8861485,423.6469879,422.886282,420.239588,421.3029939,427.9426631,428.7329402,438.8753729,441.7070927,450.5396136,459.7533211,467.6098038,483.8527288,506.3358079,532.563409,553.7955574,585.8782371,612.5824165,625.6725313,645.3790888,688.542862,728.2090605,754.0593147,782.4091671,811.2594953,,,,,,
中低收入国家,LMY,200.0095277,213.6171146,228.078889,236.4479461,256.049629,270.9420721,287.1685786,307.9632288,327.3586282,344.0436767,352.564883,367.2239404,382.1280816,404.1813427,423.6925355,446.4288602,466.5583813,490.5485798,508.9801963,865.9126837,867.5715579,856.5304305,851.1262557,851.9829719,867.6386839,887.235297,901.670146,905.7911937,923.3608176,960.9955818,981.6652174,1024.883574,1097.314822,1172.018767,1239.590109,1336.321662,1432.09468,1472.194648,1504.065717,1631.606739,1744.29745,1797.697744,1877.773136,1927.395195,,,,,,
後期人口紅利,LTE,290.1218982,310.9821967,333.0591677,343.7887337,373.3428368,394.7184613,423.8482211,458.1681171,487.7169368,514.6918934,517.1912231,533.8330985,559.2184106,591.3205891,625.8734183,664.4682643,696.002126,733.1051132,758.2134366,1338.342898,1332.896941,1313.742537,1308.181358,1310.145417,1352.837105,1389.176087,1409.910867,1417.328384,1458.279356,1538.880957,1592.015548,1679.785768,1829.532954,1986.882299,2134.429246,2341.212322,2556.014798,2657.555498,2740.516212,3011.270805,3247.51168,3388.580909,3581.595888,3696.508292,,,,,,
立陶宛,LTU,,,,,,,,,,,,,,,,,,,,4023.43207,4022.532662,3166.929451,2494.424475,2498.944532,2538.644546,2735.441037,2727.727637,2825.884653,2702.428156,2516.905098,2695.906268,2848.913483,3087.655148,3196.849344,3187.03108,3353.304327,3564.206785,3733.626495,3622.290317,3470.78503,3529.918778,3607.703798,3663.671197,3821.14517,,,,,,
