1.457070849462631379e-01,1.473570438256118220e-01,1.392290312952445541e-01,1.709492782953183632e-01,1.280595467307288626e-01,1.275004832273347044e-01,1.263199359772654295e-01,1.308091483858808413e-01,1.445027656595895549e-01,1.453770094844103467e-01,1.568472503980598287e-01,1.636765971292029331e-01,1.625519080718950404e-01,1.679278305199675969e-01,1.618197269881178624e-01,1.578553065467724892e-01,1.814959828168287992e-01,1.521000619880278626e-01,1.933060523919479246e-01,1.523311794422819165e-01,2.325451376269359327e-01,2.422208655071036165e-01,1.968072043457044229e-01,1.906399021000947658e-01,2.287182301204840340e-01,2.957960294447350980e-01
2.976741782913298606e-01,3.084706334183877630e-01,3.082088320868368592e-01,3.234975004334697535e-01,2.944817406187780207e-01,3.008532242883794616e-01,3.032387672633231057e-01,3.007210433855381781e-01,3.015686752097583856e-01,3.133347197439593224e-01,3.370514614487349347e-01,3.549485245724677274e-01,3.648724115410951208e-01,3.934488362077969703e-01,3.908960142521645253e-01,3.910110204623025720e-01,4.088285434962758425e-01,4.255843998163654773e-01,4.412586141867091416e-01,4.495167322122939346e-01,4.789488674131728296e-01,4.845612053093948934e-01,4.774352777354786692e-01,4.766624636485783939e-01,5.028200489935987783e-01,9.055586884160313765e-01
7.395245248844050101e-01,7.704594358694624168e-01,8.166378166630408053e-01,3.737894066749578581e-01,3.182743554239960138e-01,3.018270005987755411e-01,3.157849074654811017e-01,2.937892399997891202e-01,2.910722069209187302e-01,2.932610499793755210e-01,3.019435050910987961e-01,3.078431763764968854e-01,3.147099001871907498e-01,3.070631687482943128e-01,3.234842458158377343e-01,3.582249176833507964e-01,3.946448243206469031e-01,4.279148703139126764e-01,4.801795148468088748e-01,4.671979835070282361e-01,9.743478502078830594e-01,1.000000000000000000e+00,9.265761545274523447e-01,9.062231574420922531e-01,9.150971174370887695e-01,6.054502594072201926e-01
3.209628810630330009e-02,3.007894876488517374e-02,2.528723595285455039e-02,4.371800239898328277e-02,7.118827554043305472e-03,4.571841379400688049e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.917616767947733662e-03,3.466896085660029110e-03,0.000000000000000000e+00,3.953771133745499072e-03,1.376318695427937618e-02,4.013639394228050647e-03,3.993762065690015586e-03,5.957747159548563813e-03,5.816421564535787479e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.476949638967837153e-01,6.625410877892936590e-01,6.354168912401944036e-01,6.200517955007217585e-01,6.617721117956566479e-01,5.671529077177520639e-01,6.630700599202768997e-01,6.662293412373962997e-01,6.712544130778327345e-01,6.789438114667618596e-01,7.124145863180383342e-01,6.034612439906625880e-01,7.523903913134729615e-01,7.960959910765815772e-01,8.032756417987129138e-01,6.177102232761153555e-01,8.540092391653242299e-01,8.574353546144928284e-01,8.681270732210824015e-01,8.801176009389873878e-01,9.089364209130673666e-01,8.915031860835467281e-01,8.831376918545867927e-01,8.695161256072727607e-01,8.664411121558637241e-01,8.254864094449965162e-01
9.756027893197224410e-01,9.617941981506034077e-01,4.481145660269950093e-01,7.824855553322559443e-01,7.498042690546843358e-01,7.477234297693885479e-01,4.520547059856240835e-01,7.567733449282524338e-01,4.427848964553264821e-01,4.431254663981735176e-01,4.345931226012942905e-01,4.527236943485239418e-01,7.762018554612902799e-01,7.614463398708936070e-01,7.534519273487472191e-01,7.510598330193831718e-01,7.926607245673111812e-01,8.036251748595807376e-01,8.360414098152041396e-01,8.305205877155023009e-01,8.209713796361858273e-01,8.273277138847298096e-01,8.196027246025889834e-01,8.188186834423535343e-01,8.257652309607788066e-01,7.006895061677470560e-01
4.364887167174431037e-01,4.477727592411112623e-01,4.524723660649747625e-01,4.687511840932647167e-01,4.252484964571436876e-01,4.293610733169168081e-01,4.303371059086936179e-01,4.257731826185792157e-01,2.887896445990971728e-01,4.247429852989950128e-01,4.478275910736100873e-01,4.630097206908144747e-01,4.591893198998129866e-01,4.786888197890500352e-01,4.859291513745265800e-01,4.731610289033805206e-01,5.044750968566091842e-01,5.172519649253732865e-01,5.410292202331441480e-01,5.575068690658147030e-01,5.783626290157386496e-01,5.828980421955971547e-01,5.809056501849646503e-01,5.694674025726704780e-01,5.797089190785914559e-01,4.798943481711318571e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.408131170924762809e-01,6.240382473126637741e-01,5.879814642625772469e-01,5.489080629474326622e-01,5.324368013995369742e-01,5.289504350001835720e-01,5.428259680897736805e-01,5.501068758226294042e-01,5.337359531318032202e-01,5.274835484924552675e-01,5.442710627400726420e-01,5.425986839647072291e-01,5.317804113249817721e-01,5.527131085721140868e-01,5.517126529526705792e-01,5.485027195643717990e-01,8.470500411816355157e-01,8.764399239304795364e-01,8.915805106641502276e-01,9.053724900923000307e-01,9.027532535430182747e-01,8.915618378010938816e-01,8.930340392781954684e-01,7.914640794969537430e-01
6.401423780907334882e-01,6.588552549144147674e-01,6.694255683666257006e-01,6.669467954332780613e-01,6.523962716112589044e-01,6.624143970291178629e-01,6.670846610752855232e-01,6.792148818119130294e-01,6.965646720744327336e-01,7.111190656385901754e-01,7.115715868800032151e-01,7.203649426694138658e-01,7.257590262329987052e-01,7.307615874449313598e-01,7.453860429797322107e-01,7.555613270423646721e-01,7.651437892170043220e-01,7.651210436907113221e-01,7.720274819032505453e-01,7.846871169446117955e-01,7.679295422319935005e-01,7.754100701432489195e-01,7.867495778569392195e-01,7.921027081904012945e-01,7.928337323700390682e-01,5.692876643671500592e-01
9.350588681027828253e-01,9.909061840007002964e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.994879930788770350e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.352615996213934579e-01
5.205097569838539051e-02,5.019603581329788039e-02,4.165776430936114078e-02,7.379338748023006600e-02,2.283176743860453745e-02,1.915444113977472426e-02,1.226695537261814767e-02,1.023040208350741408e-02,9.984747535121274095e-03,1.257967556103478483e-02,4.541391480028203476e-02,4.434726136480880709e-02,4.789099779421201325e-02,5.754463440008866781e-02,5.340754474016908004e-02,6.191118831704406529e-03,5.892336072286726706e-02,5.777740612207471482e-02,6.351898726049580446e-02,7.734267721697338227e-02,9.173969690942114508e-02,9.777837897699745429e-02,1.058740477125728746e-01,1.056907543406904182e-01,1.567100984407815700e-01,3.603527252617504395e-01
