0.0056,0.5641,0.0572,0.0042,0.0243,0.5641,0.0136
0.0469,0.2331,0.6873,0.1361,0.2673,0.2331,0.2143
0.4546,0.5042,0.0717,0.0636,0.0000,0.5042,0.0131
0.0014,0.3216,0.0214,0.0000,0.1121,0.3216,0.0052
0.0838,0.7954,0.5991,0.1148,0.4057,0.7954,0.1197
0.4553,0.6194,0.1183,0.0946,0.6908,0.6194,0.0205
0.0427,0.7007,0.1355,0.0155,0.4110,0.7007,0.0274
0.4562,0.5498,0.2661,0.2347,0.0000,0.5498,0.0504
0.3522,0.5844,0.1484,0.1022,0.7841,0.5844,0.0284
0.5311,0.8382,0.0156,0.0169,1.0000,0.8382,0.0030
0.0028,0.3738,0.0650,0.0012,0.0964,0.3738,0.0147
0.0091,0.5272,0.0180,0.0004,0.0000,0.5272,0.0047
0.0347,0.3450,0.0430,0.0071,0.0000,0.3450,0.0176
0.4037,0.4794,0.1553,0.1511,0.7290,0.4794,0.0363
0.1095,0.3913,0.0118,0.0037,0.0000,0.3913,0.0035
1.0000,0.6342,0.0000,0.0031,0.0000,0.6342,0.0000
0.0788,0.2301,0.0020,0.0000,0.3523,0.2301,0.0018
0.0110,0.2558,0.3311,0.0198,0.0000,0.2558,0.0952
0.0672,0.6279,0.0088,0.0012,0.4745,0.6279,0.0019
0.2345,0.4380,0.0336,0.0162,0.6862,0.4380,0.0062
0.3904,0.6162,0.0170,0.0128,0.0000,0.6162,0.0028
0.0030,0.2727,0.2345,0.0837,0.0810,0.2727,0.5232
0.0000,0.1653,0.3790,0.1160,0.1553,0.1653,1.0000
0.0875,0.5087,0.0092,0.0016,0.0000,0.5087,0.0018
0.4822,0.5810,1.0000,1.0000,0.0000,0.5810,0.1896
