0.0085,0.5439,0.0499,0.0014,0.0221,0.5439,0.0123
0.0405,0.2299,0.6073,0.0860,0.2321,0.2299,0.2059
0.3968,0.5072,0.0668,0.0498,0.0000,0.5072,0.0132
0.0068,0.3346,0.0192,0.0000,0.0668,0.3346,0.0049
0.0520,0.7899,0.5750,0.0543,0.2736,0.7899,0.1229
0.4877,0.6139,0.1166,0.0836,0.0000,0.6139,0.0211
0.0333,0.6931,0.1266,0.0091,0.3143,0.6931,0.0279
0.5257,0.5452,0.2658,0.2296,0.0000,0.5452,0.0550
0.3919,0.5721,0.1357,0.0869,0.7383,0.5721,0.0284
0.5744,0.8332,0.0161,0.0156,1.0000,0.8332,0.0032
0.0009,0.3743,0.0597,0.0002,0.0000,0.3743,0.0139
0.0167,0.5212,0.0164,0.0002,0.1794,0.5212,0.0046
0.0000,0.3472,0.0411,0.0025,0.1788,0.3472,0.0173
0.4915,0.4732,0.1627,0.1472,0.6953,0.4732,0.0383
0.0670,0.3907,0.0112,0.0022,0.0000,0.3907,0.0035
1.0000,0.6173,0.0000,0.0024,0.0000,0.6173,0.0000
0.0862,0.2468,0.0022,0.0000,0.1991,0.2468,0.0017
0.0075,0.2532,0.3051,0.0107,0.1109,0.2532,0.0903
0.0750,0.6188,0.0082,0.0007,0.4840,0.6188,0.0019
0.2759,0.4232,0.0350,0.0150,0.6217,0.4232,0.0067
0.4070,0.6155,0.0136,0.0089,0.0000,0.6155,0.0025
0.0067,0.2774,0.1907,0.0561,0.0657,0.2774,0.4945
0.0045,0.1634,0.3737,0.0746,0.1052,0.1634,1.0000
0.0623,0.4989,0.0087,0.0006,0.4874,0.4989,0.0019
0.7166,0.5734,1.0000,1.0000,0.0000,0.5734,0.1958
