0.0078,0.5400,0.0485,0.0011,0.0303,0.5400,0.0120
0.0445,0.2293,0.5908,0.0771,0.2255,0.2293,0.2048
0.4029,0.5082,0.0665,0.0403,0.0000,0.5082,0.0132
0.0056,0.3372,0.0187,0.0000,0.0679,0.3372,0.0048
0.0569,0.7863,0.5620,0.0483,0.2670,0.7863,0.1236
0.4964,0.6118,0.1161,0.0777,0.0000,0.6118,0.0213
0.0432,0.6912,0.1278,0.0078,0.0000,0.6912,0.0280
0.5186,0.5441,0.2691,0.2175,0.0000,0.5441,0.0559
0.3687,0.5700,0.1322,0.0786,0.7357,0.5700,0.0284
0.5657,0.8316,0.0163,0.0145,1.0000,0.8316,0.0032
0.0000,0.3739,0.0586,0.0002,0.0000,0.3739,0.0138
0.0199,0.5201,0.0162,0.0002,0.1844,0.5201,0.0045
0.1165,0.3480,0.0403,0.0014,0.0000,0.3480,0.0172
0.4746,0.4719,0.1615,0.1370,0.6749,0.4719,0.0387
0.0619,0.3906,0.0110,0.0018,0.6958,0.3906,0.0035
1.0000,0.6162,0.0000,0.0021,0.1402,0.6162,0.0000
0.0857,0.2499,0.0022,0.0000,0.1904,0.2499,0.0016
0.0086,0.2533,0.2996,0.0087,0.1117,0.2533,0.0896
0.0893,0.6144,0.0080,0.0007,0.5090,0.6144,0.0019
0.2667,0.4200,0.0354,0.0139,0.6309,0.4200,0.0068
0.4589,0.6174,0.0135,0.0081,0.0000,0.6174,0.0025
0.0057,0.2780,0.1868,0.0480,0.0648,0.2780,0.4899
0.0041,0.1629,0.3672,0.0686,0.1052,0.1629,1.0000
0.0903,0.4968,0.0087,0.0006,0.4882,0.4968,0.0020
0.8264,0.5710,1.0000,1.0000,0.0000,0.5710,0.1973
