0.0000,0.5088,0.0410,0.0006,0.0000,0.5088,0.0109
0.0344,0.2230,0.5329,0.0758,0.1657,0.2230,0.2009
0.3674,0.5159,0.0648,0.0494,0.8479,0.5159,0.0139
0.0023,0.3625,0.0161,0.0000,0.0237,0.3625,0.0044
0.0953,0.7635,0.4925,0.1051,0.0000,0.7635,0.1276
0.3804,0.6074,0.1093,0.0776,1.0000,0.6074,0.0227
0.0456,0.6833,0.1189,0.0117,0.2008,0.6833,0.0285
0.6074,0.5415,0.2852,0.3091,0.5262,0.5415,0.0633
0.3059,0.5455,0.1206,0.0793,0.5344,0.5455,0.0307
0.4759,0.8177,0.0166,0.0161,0.7884,0.8177,0.0037
0.0032,0.3810,0.0533,0.0006,0.0000,0.3810,0.0132
0.0150,0.5180,0.0144,0.0004,0.1162,0.5180,0.0042
0.0927,0.3607,0.0345,0.0010,0.0000,0.3607,0.0158
0.3979,0.4651,0.1651,0.1623,0.4746,0.4651,0.0439
0.0344,0.3914,0.0097,0.0032,0.0000,0.3914,0.0036
1.0000,0.6071,0.0000,0.0023,0.0907,0.6071,0.0000
0.0698,0.2658,0.0023,0.0003,0.0737,0.2658,0.0015
0.0028,0.2590,0.2689,0.0060,0.0000,0.2590,0.0857
0.0674,0.5912,0.0071,0.0009,0.3270,0.5912,0.0019
0.2284,0.4066,0.0335,0.0149,0.4341,0.4066,0.0075
0.5041,0.6092,0.0126,0.0116,0.0000,0.6092,0.0025
0.0070,0.2849,0.1656,0.0483,0.0440,0.2849,0.4651
0.0035,0.1611,0.3334,0.0648,0.0637,0.1611,1.0000
0.1198,0.4800,0.0094,0.0022,0.3295,0.4800,0.0022
0.5534,0.5593,1.0000,1.0000,0.8832,0.5593,0.2090
