3.216292805582460917e-02 5.755990515800778473e-01 6.761633905074501683e-02 7.588531734777069840e-03 0.000000000000000000e+00 5.755990515800778473e-01 1.527753181529182755e-02
7.827082155683670606e-02 2.413088618444106104e-01 7.800549093318606131e-01 1.609462561478655351e-01 3.219845420516123102e-01 2.413088618444106104e-01 2.242770918073647424e-01
8.596201003733300317e-01 5.063027469537798586e-01 7.591174343426264348e-02 8.305718952836485536e-02 0.000000000000000000e+00 5.063027469537798586e-01 1.327062094625506943e-02
0.000000000000000000e+00 3.092790572103752411e-01 2.465602585027021690e-02 2.746784443956852914e-05 1.794916942081619393e-01 3.092790572103752411e-01 5.634101610657653650e-03
1.594515362858894558e-01 7.946434288655835898e-01 6.108887777831627508e-01 1.394987572951120747e-01 5.645309567836126474e-01 7.946434288655835898e-01 1.170808115989111359e-01
6.825484493017114351e-01 6.191771141791635458e-01 1.219839254310904203e-01 1.023698731801161721e-01 7.382052390833563349e-01 6.191771141791635458e-01 2.019663407887106396e-02
8.771644071315812252e-02 7.059030726788130261e-01 1.517187410878461928e-01 2.102890344689017921e-02 5.784813377011476243e-01 7.059030726788130261e-01 2.687281566139895078e-02
6.158900491822937306e-01 5.519435970963957327e-01 2.657714201465220527e-01 2.210248318927844069e-01 7.369788763057498748e-01 5.519435970963957327e-01 4.656783768094038128e-02
3.766508460833626337e-01 5.911422508026498157e-01 1.451773809530413628e-01 7.745608305020726392e-02 9.613487569626800733e-01 5.911422508026498157e-01 2.659093803486852620e-02
6.404749133657255955e-01 8.402619502697903364e-01 1.520275066353703533e-02 1.494162549409944370e-02 1.000000000000000000e+00 8.402619502697903364e-01 2.840172548012505783e-03
1.395445931417722829e-02 3.785584384468377306e-01 7.182441379555892791e-02 2.396851166947821642e-03 1.732903089375970040e-01 3.785584384468377306e-01 1.544122296068222745e-02
1.219161775303535811e-02 5.334954434948513402e-01 2.197387573660566570e-02 3.891153940109833356e-04 2.241306082368389463e-01 5.334954434948513402e-01 4.863284212388690672e-03
7.273488589956828010e-02 3.414843281304494327e-01 5.427915512063390818e-02 1.231058994241769275e-02 0.000000000000000000e+00 3.414843281304494327e-01 1.960286392842618824e-02
4.531431666943829817e-01 4.839980423682846977e-01 1.602261775087459317e-01 1.225464175965415292e-01 6.942124037811882031e-01 4.839980423682846977e-01 3.487561135587349814e-02
1.189188068250447289e-01 3.930879051303924898e-01 1.184552105377583743e-02 1.618056117007410366e-03 0.000000000000000000e+00 3.930879051303924898e-01 3.361589761187208213e-03
1.000000000000000000e+00 6.433803975718626056e-01 0.000000000000000000e+00 3.192222368576005855e-03 0.000000000000000000e+00 6.433803975718626056e-01 0.000000000000000000e+00
1.253551123823089808e-01 2.147056215239928900e-01 1.981798239453897575e-03 0.000000000000000000e+00 4.402067674872958691e-01 2.147056215239928900e-01 1.953924193443418514e-03
1.977241745883716317e-02 2.618187623927585861e-01 3.408497802784523079e-01 3.048192682048531457e-02 0.000000000000000000e+00 2.618187623927585861e-01 1.018187052799966325e-01
1.531032011119070890e-01 6.274314524720431274e-01 9.318529094893071574e-03 2.119286172173769772e-03 5.010796232822763985e-01 6.274314524720431274e-01 1.936795239600449560e-03
2.686851376139789971e-01 4.532163109157466563e-01 3.131000535025511150e-02 1.237796308863814074e-02 7.369750994861195004e-01 4.532163109157466563e-01 5.700238259909096682e-03
7.298212326397542915e-01 6.092521534894214108e-01 1.944980248839059053e-02 1.724567290306551134e-02 0.000000000000000000e+00 6.092521534894214108e-01 2.844927406172884088e-03
5.740290212455053873e-03 2.523881509231920561e-01 2.305086043086170822e-01 1.048067256213777998e-01 1.017323479354809435e-01 2.523881509231920561e-01 5.606648697089567923e-01
2.227690646534966241e-03 1.667290848903349998e-01 3.897148721004595195e-01 1.468367206444781414e-01 2.457200909272931610e-01 1.667290848903349998e-01 1.000000000000000000e+00
2.179848379903272515e-01 5.175427355034498689e-01 9.357884409576477241e-03 2.536916816679299011e-03 6.831610614129608461e-01 5.175427355034498689e-01 1.646783632622269644e-03
7.253412354830585107e-01 5.838856778870833431e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.971333652107605694e-01 5.838856778870833431e-01 1.840278393401728052e-01
