0.0156,0.5817,0.0771,0.0035,0.0000,0.5817,0.0170
0.0720,0.2466,0.8077,0.1290,0.2885,0.2466,0.2328
0.7308,0.5084,0.0794,0.0643,1.0000,0.5084,0.0135
0.0000,0.2973,0.0275,0.0000,0.0000,0.2973,0.0061
0.1145,0.7957,0.6267,0.0870,0.4755,0.7957,0.1147
0.6198,0.6188,0.1233,0.0807,0.6528,0.6188,0.0201
0.0748,0.7095,0.1564,0.0144,0.4741,0.7095,0.0271
0.6625,0.5510,0.2652,0.1809,0.6341,0.5510,0.0449
0.4180,0.5947,0.1385,0.0644,0.8010,0.5947,0.0253
0.6730,0.8531,0.0147,0.0119,0.8017,0.8531,0.0027
0.0123,0.3931,0.0773,0.0025,0.1486,0.3931,0.0162
0.0183,0.5404,0.0236,0.0005,0.2196,0.5404,0.0050
0.0555,0.3404,0.0598,0.0103,0.0000,0.3404,0.0211
0.4702,0.4872,0.1539,0.0932,0.5696,0.4872,0.0322
0.0948,0.3964,0.0121,0.0018,0.0000,0.3964,0.0034
1.0000,0.6498,0.0000,0.0026,0.1589,0.6498,0.0000
0.1697,0.2036,0.0018,0.0000,0.3828,0.2036,0.0021
0.0086,0.2710,0.3724,0.0203,0.0000,0.2710,0.1092
0.2040,0.6275,0.0104,0.0025,0.0000,0.6275,0.0020
0.3003,0.4682,0.0299,0.0105,0.5859,0.4682,0.0053
0.8179,0.6001,0.0194,0.0168,0.7856,0.6001,0.0028
0.0033,0.2482,0.2559,0.0835,0.0816,0.2482,0.6028
0.0103,0.1683,0.3955,0.1673,0.2182,0.1683,1.0000
0.2237,0.5241,0.0086,0.0022,0.8852,0.5241,0.0015
0.8870,0.5855,1.0000,1.0000,0.7580,0.5855,0.1786
