0.0000,0.5286,0.0446,0.0005,0.0000,0.5286,0.0115
0.0424,0.2261,0.5632,0.0793,0.2209,0.2261,0.2027
0.3952,0.5115,0.0643,0.0402,0.0000,0.5115,0.0135
0.0069,0.3468,0.0173,0.0000,0.0451,0.3468,0.0046
0.0698,0.7765,0.5293,0.0636,0.0000,0.7765,0.1254
0.4340,0.6078,0.1106,0.0723,0.7180,0.6078,0.0218
0.0397,0.6866,0.1226,0.0094,0.2975,0.6866,0.0282
0.5362,0.5414,0.2719,0.1893,0.0000,0.5414,0.0588
0.3287,0.5614,0.1239,0.0579,0.7012,0.5614,0.0289
0.5215,0.8266,0.0164,0.0119,1.0000,0.8266,0.0034
0.0045,0.3748,0.0555,0.0001,0.0000,0.3748,0.0136
0.0185,0.5179,0.0153,0.0003,0.1587,0.5179,0.0044
0.1070,0.3536,0.0374,0.0044,0.1472,0.3536,0.0166
0.4538,0.4683,0.1598,0.1113,0.6050,0.4683,0.0406
0.0424,0.3909,0.0103,0.0034,0.5879,0.3909,0.0035
1.0000,0.6139,0.0000,0.0017,0.1192,0.6139,0.0000
0.0748,0.2579,0.0022,0.0001,0.1340,0.2579,0.0016
0.0060,0.2546,0.2836,0.0064,0.0000,0.2546,0.0876
0.0824,0.6027,0.0074,0.0009,0.5020,0.6027,0.0019
0.2550,0.4119,0.0347,0.0112,0.5814,0.4119,0.0071
0.4560,0.6154,0.0135,0.0090,0.0000,0.6154,0.0026
0.0077,0.2804,0.1756,0.0409,0.0550,0.2804,0.4781
0.0055,0.1619,0.3473,0.0612,0.0996,0.1619,1.0000
0.1567,0.4901,0.0090,0.0019,0.4121,0.4901,0.0021
0.7190,0.5649,1.0000,1.0000,0.0000,0.5649,0.2026
