0.0089,0.5560,0.0538,0.0040,0.0243,0.5560,0.0130
0.0415,0.2322,0.6554,0.1233,0.2447,0.2322,0.2104
0.4280,0.5039,0.0692,0.0586,0.0000,0.5039,0.0130
0.0006,0.3265,0.0204,0.0000,0.0868,0.3265,0.0051
0.0703,0.7962,0.5865,0.0962,0.3284,0.7962,0.1210
0.5114,0.6193,0.1172,0.1011,0.6783,0.6193,0.0207
0.0361,0.6979,0.1249,0.0137,0.3600,0.6979,0.0276
0.4740,0.5481,0.2686,0.2363,0.0000,0.5481,0.0522
0.3675,0.5786,0.1447,0.1014,0.7333,0.5786,0.0285
0.5294,0.8373,0.0159,0.0172,1.0000,0.8373,0.0031
0.0017,0.3746,0.0625,0.0012,0.0687,0.3746,0.0143
0.0094,0.5241,0.0166,0.0003,0.0000,0.5241,0.0047
0.0154,0.3462,0.0422,0.0056,0.0000,0.3462,0.0175
0.4353,0.4768,0.1563,0.1525,0.7112,0.4768,0.0370
0.0882,0.3911,0.0116,0.0041,0.0000,0.3911,0.0035
1.0000,0.6288,0.0000,0.0030,0.0000,0.6288,0.0000
0.0706,0.2373,0.0021,0.0000,0.2628,0.2373,0.0017
0.0100,0.2539,0.3182,0.0185,0.0000,0.2539,0.0931
0.0613,0.6274,0.0083,0.0009,0.4613,0.6274,0.0019
0.2424,0.4327,0.0344,0.0161,0.6164,0.4327,0.0064
0.4303,0.6160,0.0152,0.0120,0.0000,0.6160,0.0026
0.0036,0.2740,0.0727,0.0770,0.0704,0.2740,0.5106
0.0000,0.1645,0.3735,0.1036,0.1235,0.1645,1.0000
0.0717,0.5049,0.0091,0.0011,0.5407,0.5049,0.0018
0.6154,0.5786,1.0000,1.0000,0.0000,0.5786,0.1919
