0.0342,0.5803,0.0752,0.0042,0.0000,0.5803,0.0167
0.0738,0.2461,0.7994,0.1319,0.3055,0.2461,0.2311
0.7419,0.5083,0.0788,0.0687,1.0000,0.5083,0.0134
0.0000,0.2995,0.0269,0.0000,0.1161,0.2995,0.0060
0.1417,0.7950,0.6224,0.0924,0.4940,0.7950,0.1151
0.6502,0.6192,0.1223,0.0831,0.6504,0.6192,0.0201
0.0783,0.7089,0.1571,0.0155,0.5132,0.7089,0.0270
0.6605,0.5518,0.2652,0.1923,0.6525,0.5518,0.0454
0.4135,0.5939,0.1389,0.0683,0.8451,0.5939,0.0255
0.6651,0.8512,0.0149,0.0127,0.8372,0.8512,0.0027
0.0124,0.3903,0.0763,0.0026,0.1456,0.3903,0.0161
0.0213,0.5388,0.0246,0.0005,0.2427,0.5388,0.0050
0.0557,0.3404,0.0588,0.0103,0.0000,0.3404,0.0209
0.4678,0.4877,0.1572,0.1008,0.5964,0.4877,0.0330
0.0749,0.3956,0.0120,0.0019,0.0000,0.3956,0.0033
1.0000,0.6485,0.0000,0.0028,0.1724,0.6485,0.0000
0.1655,0.2058,0.0018,0.0000,0.3859,0.2058,0.0021
0.0112,0.2690,0.3660,0.0186,0.0000,0.2690,0.1077
0.2216,0.6276,0.0100,0.0025,0.0000,0.6276,0.0020
0.2943,0.4655,0.0301,0.0111,0.6091,0.4655,0.0053
0.8327,0.6015,0.0194,0.0176,0.8245,0.6015,0.0028
0.0052,0.2490,0.2509,0.0844,0.0875,0.2490,0.5941
0.0123,0.1679,0.3918,0.1662,0.2242,0.1679,1.0000
0.2449,0.5232,0.0087,0.0024,0.9039,0.5232,0.0016
0.9095,0.5851,1.0000,1.0000,0.8190,0.5851,0.1799
