0.0367,0.5766,0.0696,0.0058,0.0708,0.5766,0.0156
0.0751,0.2429,0.7898,0.1345,0.2538,0.2429,0.2261
0.7428,0.5069,0.0769,0.0735,1.0000,0.5069,0.0133
0.0000,0.3066,0.0253,0.0000,0.1143,0.3066,0.0057
0.1491,0.7946,0.6167,0.0983,0.4327,0.7946,0.1166
0.6315,0.6192,0.1219,0.0848,0.5462,0.6192,0.0201
0.0841,0.7066,0.1543,0.0155,0.4492,0.7066,0.0268
0.6112,0.5521,0.2654,0.1835,0.5712,0.5521,0.0464
0.3671,0.5915,0.1439,0.0649,0.7218,0.5915,0.0262
0.6239,0.8407,0.0151,0.0122,0.7392,0.8407,0.0028
0.0074,0.3804,0.0729,0.0021,0.1323,0.3804,0.0156
0.0121,0.5345,0.0225,0.0005,0.1720,0.5345,0.0049
0.0646,0.3407,0.0564,0.0085,0.0000,0.3407,0.0200
0.4352,0.4846,0.1590,0.1001,0.5138,0.4846,0.0344
0.0722,0.3936,0.0118,0.0009,0.0000,0.3936,0.0033
1.0000,0.6445,0.0000,0.0027,0.1667,0.6445,0.0000
0.1284,0.2120,0.0020,0.0000,0.3154,0.2120,0.0020
0.0212,0.2633,0.3479,0.0261,0.0000,0.2633,0.1032
0.1541,0.6279,0.0095,0.0023,0.3985,0.6279,0.0019
0.2597,0.4565,0.0309,0.0103,0.5207,0.4565,0.0056
0.7231,0.6066,0.0198,0.0163,0.0000,0.6066,0.0028
0.0056,0.2514,0.2362,0.0915,0.0774,0.2514,0.5688
0.0032,0.1669,0.3919,0.1475,0.1932,0.1669,1.0000
0.2031,0.5192,0.0092,0.0023,0.5033,0.5192,0.0016
0.7266,0.5842,1.0000,1.0000,0.7494,0.5842,0.1831
