0.0075,0.5523,0.0523,0.0033,0.0255,0.5523,0.0128
0.0365,0.2315,0.6378,0.1105,0.2399,0.2315,0.2087
0.3973,0.5052,0.0688,0.0536,0.0000,0.5052,0.0131
0.0041,0.3296,0.0200,0.0000,0.0731,0.3296,0.0050
0.0570,0.7964,0.5843,0.0797,0.0000,0.7964,0.1216
0.4440,0.6180,0.1160,0.0950,0.0000,0.6180,0.0208
0.0351,0.6968,0.1270,0.0112,0.3510,0.6968,0.0277
0.4327,0.5475,0.2699,0.2162,0.0000,0.5475,0.0531
0.3362,0.5767,0.1420,0.0907,0.7357,0.5767,0.0285
0.4857,0.8362,0.0159,0.0152,1.0000,0.8362,0.0031
0.0000,0.3751,0.0614,0.0010,0.0563,0.3751,0.0142
0.0114,0.5235,0.0164,0.0003,0.0000,0.5235,0.0046
0.0118,0.3466,0.0419,0.0042,0.0000,0.3466,0.0175
0.4055,0.4759,0.1580,0.1406,0.7096,0.4759,0.0374
0.0775,0.3909,0.0115,0.0035,0.0000,0.3909,0.0035
1.0000,0.6254,0.0000,0.0026,0.1109,0.6254,0.0000
0.0655,0.2407,0.0021,0.0000,0.2533,0.2407,0.0017
0.0077,0.2531,0.3131,0.0166,0.0000,0.2531,0.0921
0.0580,0.6272,0.0082,0.0008,0.4628,0.6272,0.0019
0.2296,0.4299,0.0345,0.0146,0.5947,0.4299,0.0065
0.3529,0.6166,0.0145,0.0103,0.0000,0.6166,0.0025
0.0055,0.2749,0.1963,0.0695,0.0687,0.2749,0.5048
0.0028,0.1643,0.3816,0.0861,0.1094,0.1643,1.0000
0.0639,0.5030,0.0089,0.0009,0.4944,0.5030,0.0018
0.5653,0.5778,1.0000,1.0000,0.0000,0.5778,0.1931
