3.193511411982170867e-02 5.789473528776857281e-01 7.312509549447560042e-02 5.602697067020156151e-03 0.000000000000000000e+00 5.789473528776857281e-01 1.630343566861274657e-02
7.903540770879699529e-02 2.455500359568554281e-01 7.952686978489800218e-01 1.256375249307391528e-01 2.790454119717010739e-01 2.455500359568554281e-01 2.295092964885640519e-01
7.196672706198840030e-01 5.082170869181606987e-01 7.774116049178643462e-02 6.728920992526224443e-02 1.000000000000000000e+00 5.082170869181606987e-01 1.339379591758066597e-02
0.000000000000000000e+00 3.017948219282980404e-01 2.631545096323422914e-02 0.000000000000000000e+00 1.084842336643241784e-01 3.017948219282980404e-01 5.902434719003581305e-03
1.282053370210318177e-01 7.948745932282399451e-01 6.205144144848964149e-01 1.050065036899472531e-01 4.558045375278924061e-01 7.948745932282399451e-01 1.156274128462210643e-01
6.288417163589195003e-01 6.196125563496921451e-01 1.221434306790426666e-01 8.379638223265781227e-02 6.091673444607299537e-01 6.196125563496921451e-01 2.005759258975037262e-02
7.590756301293299924e-02 7.082572485910304527e-01 1.561011864981663722e-01 1.531888248546174787e-02 4.987886865354438370e-01 7.082572485910304527e-01 2.695634830609824548e-02
6.534576246742751504e-01 5.525158634703918326e-01 2.666622378485042355e-01 1.878634048694927394e-01 6.208706960456301660e-01 5.525158634703918326e-01 4.578545393405078490e-02
4.054742795606618988e-01 5.931088077165366235e-01 1.397774558726619376e-01 6.638907006619708395e-02 7.853218752230186617e-01 5.931088077165366235e-01 2.566380519089548479e-02
6.563091946583353709e-01 8.471437313693874760e-01 1.483340981066403816e-02 1.240715021211373850e-02 7.795310905262604617e-01 8.471437313693874760e-01 2.740564692695493000e-03
1.297045628529600730e-02 3.862822621411588497e-01 7.497349453495692762e-02 2.442601096648646958e-03 1.415310650096886780e-01 3.862822621411588497e-01 1.591549274054029905e-02
2.056960842992514721e-02 5.372001581685832416e-01 2.335265131904388711e-02 5.260421995291750859e-04 2.151362573659932609e-01 5.372001581685832416e-01 4.928162089912988333e-03
5.423766767977531572e-02 3.404418318409401789e-01 5.723192692707545354e-02 8.935672265312930018e-03 0.000000000000000000e+00 3.404418318409401789e-01 2.061972024937517439e-02
4.633699017729887015e-01 4.859908133936888808e-01 1.581455040281194713e-01 9.955036584114279608e-02 5.473909944894679303e-01 4.859908133936888808e-01 3.344351588349674803e-02
5.302067760630742310e-02 3.948894545422956259e-01 1.189512910117349921e-02 1.289360175755606712e-03 0.000000000000000000e+00 3.948894545422956259e-01 3.338967238116643567e-03
1.000000000000000000e+00 6.471228749209925191e-01 0.000000000000000000e+00 2.705960376526166458e-03 1.692717364942264435e-01 6.471228749209925191e-01 0.000000000000000000e+00
1.548681156303133577e-01 2.068410862494924340e-01 1.881219710010715099e-03 2.855546111692853573e-05 3.588055889882991734e-01 2.068410862494924340e-01 2.056727719253204252e-03
1.649665763593833115e-02 2.669029189386699086e-01 3.587885941766211784e-01 1.858877621012720166e-02 0.000000000000000000e+00 2.669029189386699086e-01 1.061643192525878465e-01
2.163205512657432883e-01 6.275224792068289092e-01 9.614629054698500474e-03 2.534578304228593711e-03 0.000000000000000000e+00 6.275224792068289092e-01 1.958630697474500297e-03
2.846589404254830646e-01 4.626973672619695832e-01 3.032634769529371499e-02 1.065571767404874595e-02 5.650927199696300640e-01 4.626973672619695832e-01 5.414291869136026066e-03
8.221818062835261065e-01 6.029009836281771229e-01 1.962138938913210798e-02 1.692940575776182011e-02 7.494368927918234613e-01 6.029009836281771229e-01 2.798612879165789449e-03
5.665075895434029327e-03 2.496746740583248303e-01 2.453850815495230986e-01 8.473338788799866794e-02 8.245661986376193187e-02 2.496746740583248303e-01 5.855483701629926596e-01
9.800052671458968356e-03 1.675072027590047419e-01 3.919349749758489487e-01 1.707812285451858203e-01 2.080535779242712879e-01 1.675072027590047419e-01 1.000000000000000000e+00
2.288216421926234367e-01 5.222586696534482487e-01 8.881752639694161927e-03 2.638582944664273448e-03 5.579332355586976711e-01 5.222586696534482487e-01 1.584740207665020009e-03
9.178018609906287706e-01 5.848512587673585505e-01 1.000000000000000000e+00 1.000000000000000000e+00 7.792620371477180230e-01 5.848512587673585505e-01 1.810680003502207203e-01
